reltime/s,C/mA.h,C/A.h,Ewe/V,soc,soc_cell
8952.696129711985,0.0362215415824068,3.62215415824068e-05,0.480997592210769,0.5182134189058599,0.46107299780688826
8962.696322260948,0.0362620018145301,3.62620018145301e-05,0.481054872274398,0.5176752530505881,0.4604710048862767
8972.69651481096,0.0363024616778933,3.6302461677893295e-05,0.48101669549942,0.5171370921002336,0.459869017452311
8982.69670735998,0.0363429218502344,3.63429218502344e-05,0.48094031214714,0.5165989270401312,0.4592670254211768
8992.696899909002,0.0363833820639802,3.63833820639802e-05,0.481073975563049,0.5160607614293005,0.4586650327739973
9002.697092458955,0.0364238422401076,3.64238422401076e-05,0.480883032083511,0.5155225963188361,0.45806304068652814
9012.697285007976,0.0364643022500752,3.64643022500752e-05,0.480825752019882,0.5149844334184808,0.45746105107128937
9022.697477556998,0.036504762190047,3.6504762190047e-05,0.480730295181274,0.5144462714491471,0.45685906249749253
9032.69767010695,0.036545222073664,3.6545222073664e-05,0.480768471956253,0.5139081102293948,0.45625707476217814
9042.697862655972,0.0365856820571909,3.65856820571909e-05,0.480673015117645,0.5133699476807301,0.45565508554034095
9052.698055204994,0.0366261421675636,3.66261421675636e-05,0.480692088603973,0.5128317834448759,0.4550530944312117
9062.698247754946,0.0366666022639741,3.66666022639741e-05,0.480673015117645,0.5122936193947346,0.45445110352982115
9072.698440303968,0.0367070628028222,3.67070628028222e-05,0.480692088603973,0.5117554494596834,0.45384910604556383
9082.69863285299,0.0367475232969392,3.67475232969392e-05,0.480539351701736,0.5112172801196055,0.45324710922684436
9092.698825403,0.0367879838806394,3.67879838806394e-05,0.480443865060806,0.510679109587972,0.45264511107524935
9102.699017951963,0.0368284442683571,3.68284442683571e-05,0.480462968349456,0.5101409416631224,0.45204311583960577
9112.699210500983,0.0368689047496157,3.6868904749615694e-05,0.480443865060806,0.5096027724940755,0.4514411192122017
9122.699403050996,0.0369093647673649,3.69093647673649e-05,0.480176568031311,0.5090646094902165,0.45083912948118365
9132.69959559996,0.0369498245518526,3.69498245518526e-05,0.480176568031311,0.5085264495889934,0.45023714322077757
9142.69978814997,0.0369902846241853,3.69902846241853e-05,0.480042904615402,0.5079882858591134,0.44963515267763154
9152.699980698992,0.0370307447813966,3.70307447813966e-05,0.480214744806289,0.507450121000254,0.44903316087160805
9162.700173247957,0.0370712051051502,3.7071205105150194e-05,0.480023801326751,0.5069119539261978,0.4484311665876629
9172.700365797966,0.03711166520446,3.711166520446e-05,0.479947417974472,0.5063737898374925,0.44782917564313457
9182.700558346987,0.0371521254604809,3.71521254604809e-05,0.479871064424514,0.5058356236643562,0.4472271823669594
9192.700750896998,0.0371925857293068,3.7192585729306805e-05,0.479813784360885,0.505297457320899,0.44662518890026315
